Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Account__c,Cosigner_Employer__c,Cosigner_FirstName__c,Cosigner_LastName__c,Cosigner_SSN__c,Customer__c,Downpayment__c,Employer__c,FirstName__c,FolderID__c,Interest__c,LastName__c,Price__c,SSN__c,Status__c,Terms__c,Vehicle__c
a031D000004qbRxQAI,0051D000006P1N1QAK,,I-00670,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF1LQAW,,,,,0031D00000ZCG8wQAH,10000,DreamHouse,Johnetta,,2.64,Shoup,58575,555552316,Pending,84,a041D0000058X4fQAE
a031D000004qbS8QAI,0051D000006P1N1QAK,,I-00681,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF1gQAG,,,,,0031D00000ZCG9HQAX,3000,E-Bikes,Kena,,7.1,Lerper,49675,555556143,Pending,60,a041D0000058X50QAE
a031D000004qbS9QAI,0051D000006P1N1QAK,,I-00682,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF1iQAG,,,,,0031D00000ZCG9JQAX,3000,Northern Trail Outfitters,Andrew,,3.35,Mendibles,57075,555558690,Pending,36,a041D0000058X52QAE
a031D000004qbSAQAY,0051D000006P1N1QAK,,I-00683,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF1kQAG,,,,,0031D00000ZCG9LQAX,3000,DreamInvest,Roxy,,5.97,Slentz,51275,555555837,Pending,24,a041D0000058X54QAE
a031D000004qbSBQAY,0051D000006P1N1QAK,,I-00684,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF1pQAG,,,,,0031D00000ZCG9QQAX,5000,Pure Aloe,Kizzie,,3.8,Cipriano,39300,555558604,Pending,48,a041D0000058X59QAE
a031D000004qbSCQAY,0051D000006P1N1QAK,,I-00685,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF1qQAG,,,,,0031D00000ZCG9RQAX,3000,Redwoods Insurance,Anastacia,,2.82,Swaynos,54275,555556248,Declined,84,a041D0000058X5AQAU
a031D000004qbSDQAY,0051D000006P1N1QAK,,I-00686,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF1rQAG,,,,,0031D00000ZCG9SQAX,15000,Pure Aloe,Ricky,,4.37,Councill,33000,555555906,Pending,36,a041D0000058X5BQAU
a031D000004qbSEQAY,0051D000006P1N1QAK,,I-00687,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF1uQAG,,,,,0031D00000ZCG9VQAX,5000,Redwoods Insurance,Grady,,5.73,Glasby,45600,555553939,Pending,48,a041D0000058X5EQAU
a031D000004qbSFQAY,0051D000006P1N1QAK,,I-00688,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF1yQAG,,,,,0031D00000ZCG9ZQAX,10000,Easy Spaces,Jonie,,4.45,Nunnally,43000,555554602,Declined,24,a041D0000058X5IQAU
a031D000004qbSGQAY,0051D000006P1N1QAK,,I-00689,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF1zQAG,,,,,0031D00000ZCG9aQAH,5000,Northern Trail Outfitters,Brigitte,,8.21,Antaya,50000,555553071,Pending,84,a041D0000058X5JQAU
a031D000004qbSHQAY,0051D000006P1N1QAK,,I-00690,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF20QAG,,,,,0031D00000ZCG9bQAH,10000,DreamHouse,Shanel,,2.4,Lescavage,56500,555553827,Pending,12,a041D0000058X5KQAU
a031D000004qbSIQAY,0051D000006P1N1QAK,,I-00691,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF21QAG,,,,,0031D00000ZCG9cQAH,3000,Redwoods Insurance,Janette,,6.72,Bareford,46500,555556943,Pending,60,a041D0000058X5LQAU
a031D000004qbSJQAY,0051D000006P1N1QAK,,I-00692,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF23QAG,,,,,0031D00000ZCG9eQAH,15000,DreamInvest,Kerry,,3.39,Rentfrow,59675,555559436,Pending,24,a041D0000058X5NQAU
a031D000004qbSKQAY,0051D000006P1N1QAK,,I-00693,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF25QAG,,,,,0031D00000ZCG9gQAH,10000,Northern Trail Outfitters,Tawanna,,5.63,Eike,45775,555553251,Pending,36,a041D0000058X5PQAU
a031D000004qbSLQAY,0051D000006P1N1QAK,,I-00694,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF26QAG,,,,,0031D00000ZCG9hQAH,5000,E-Bikes,Rosalyn,,8.5,Golian,50600,555557364,Pending,84,a041D0000058X5QQAU
a031D000004qbSMQAY,0051D000006P1N1QAK,,I-00695,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF29QAG,,,,,0031D00000ZCG9kQAH,3000,Easy Spaces,Deane,,4.69,Bedre,50775,555551179,Pending,60,a041D0000058X5TQAU
a031D000004qbSNQAY,0051D000006P1N1QAK,,I-00696,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2AQAW,,,,,0031D00000ZCG9lQAH,10000,Easy Spaces,Joline,,6.55,Tripi,49100,555553577,Declined,36,a041D0000058X5UQAU
a031D000004qbSOQAY,0051D000006P1N1QAK,,I-00697,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2BQAW,,,,,0031D00000ZCG9mQAH,5000,DreamHouse,Lannie,,8.93,Santo,57675,555558287,Declined,12,a041D0000058X5VQAU
a031D000004qbSPQAY,0051D000006P1N1QAK,,I-00698,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2CQAW,,,,,0031D00000ZCG9nQAH,3000,E-Bikes,Carmella,,5.33,Mering,63300,555552951,Declined,60,a041D0000058X5WQAU
a031D000004qbSQQAY,0051D000006P1N1QAK,,I-00699,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2EQAW,,,,,0031D00000ZCG9pQAH,10000,E-Bikes,Nona,,3.54,Whedon,40775,555553409,Pending,36,a041D0000058X5YQAU
a031D000004qbSRQAY,0051D000006P1N1QAK,,I-00700,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2FQAW,,,,,0031D00000ZCG9qQAH,3000,E-Bikes,Genaro,,6.84,Tolleson,45175,555553020,Pending,24,a041D0000058X5ZQAU
a031D000004qbSSQAY,0051D000006P1N1QAK,,I-00701,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2GQAW,,,,,0031D00000ZCG9rQAH,10000,E-Bikes,Hal,,2.93,Reginal,49600,555559092,Declined,60,a041D0000058X5aQAE
a031D000004qbSTQAY,0051D000006P1N1QAK,,I-00702,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2IQAW,,,,,0031D00000ZCG9tQAH,1000,E-Bikes,Verda,,6.4,Bliler,51275,555559683,Declined,60,a041D0000058X5cQAE
a031D000004qbSUQAY,0051D000006P1N1QAK,,I-00703,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2MQAW,,,,,0031D00000ZCG9xQAH,5000,E-Bikes,Eliza,,3.62,Coltrane,45000,555556265,Pending,72,a041D0000058X5gQAE
a031D000004qbSVQAY,0051D000006P1N1QAK,,I-00704,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2NQAW,,,,,0031D00000ZCG9yQAH,5000,Easy Spaces,Marita,,3.6,Mcadory,51575,555557552,Declined,72,a041D0000058X5hQAE
a031D000004qbSWQAY,0051D000006P1N1QAK,,I-00705,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2PQAW,,,,,0031D00000ZCGA0QAP,3000,Pure Aloe,Betsey,,6.94,Croutch,41875,555556387,Declined,48,a041D0000058X5jQAE
a031D000004qbSXQAY,0051D000006P1N1QAK,,I-00706,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2QQAW,,,,,0031D00000ZCGA1QAP,15000,Pure Aloe,Jamison,,5.3,Jimmison,42675,555552149,Pending,12,a041D0000058X5kQAE
a031D000004qbSYQAY,0051D000006P1N1QAK,,I-00707,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2SQAW,,,,,0031D00000ZCGA3QAP,15000,Easy Spaces,Kraig,,4.44,Burrington,43175,555558382,Pending,60,a041D0000058X5mQAE
a031D000004qbSZQAY,0051D000006P1N1QAK,,I-00708,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2VQAW,,,,,0031D00000ZCGA6QAP,3000,Northern Trail Outfitters,Cody,,7.26,Haselhorst,50000,555558490,Declined,24,a041D0000058X5pQAE
a031D000004qbSaQAI,0051D000006P1N1QAK,,I-00709,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2aQAG,,,,,0031D00000ZCGABQA5,3000,E-Bikes,Dianne,,7.47,Calger,47000,555558735,Declined,60,a041D0000058X5uQAE
a031D000004qbScQAI,0051D000006P1N1QAK,,I-00711,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2gQAG,,,,,0031D00000ZCGAHQA5,5000,E-Bikes,Hayden,,5.56,Fatora,62075,555551634,Declined,84,a041D0000058X60QAE
a031D000004qbSdQAI,0051D000006P1N1QAK,,I-00712,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2hQAG,,,,,0031D00000ZCGAIQA5,10000,Pure Aloe,Almeda,,7.68,Fortner,49100,555551455,Pending,84,a041D0000058X61QAE
a031D000004qbSeQAI,0051D000006P1N1QAK,,I-00713,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2jQAG,,,,,0031D00000ZCGAKQA5,1000,Pure Aloe,Barbar,,6.36,Cacciatore,64800,555553149,Pending,36,a041D0000058X63QAE
a031D000004qbSfQAI,0051D000006P1N1QAK,,I-00714,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2mQAG,,,,,0031D00000ZCGANQA5,15000,DreamHouse,Deanne,,2.82,Mcglumphy,44675,555551547,Pending,12,a041D0000058X66QAE
a031D000004qbSgQAI,0051D000006P1N1QAK,,I-00715,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2pQAG,,,,,0031D00000ZCGAQQA5,3000,Easy Spaces,Jeremy,,5.1,Stottlar,44600,555554765,Pending,48,a041D0000058X69QAE
a031D000004qbShQAI,0051D000006P1N1QAK,,I-00716,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2qQAG,,,,,0031D00000ZCGARQA5,3000,Redwoods Insurance,Wilburn,,2.77,Fuertes,53500,555557735,Declined,60,a041D0000058X6AQAU
a031D000004qbSiQAI,0051D000006P1N1QAK,,I-00717,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2sQAG,,,,,0031D00000ZCGATQA5,10000,Easy Spaces,Trudie,,5.48,Demaine,52400,555556036,Declined,48,a041D0000058X6CQAU
a031D000004qbSjQAI,0051D000006P1N1QAK,,I-00718,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2tQAG,,,,,0031D00000ZCGAUQA5,10000,E-Bikes,Aliza,,3.5,Gosha,52275,555555978,Pending,24,a041D0000058X6DQAU
a031D000004qbSkQAI,0051D000006P1N1QAK,,I-00719,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF2vQAG,,,,,0031D00000ZCGAWQA5,3000,Easy Spaces,Nathaniel,,1.13,Lincourt,50100,555557982,Declined,72,a041D0000058X6FQAU
a031D000004qbSlQAI,0051D000006P1N1QAK,,I-00720,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF32QAG,,,,,0031D00000ZCGAdQAP,3000,DreamHouse,Carly,,3.93,Drapeaux,65175,555557169,Pending,48,a041D0000058X6MQAU
