Id,IsDeleted,MasterRecordId,AccountId,LastName,FirstName,Salutation,Name,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,OtherAddress,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,MailingAddress,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,LastViewedDate,LastReferencedDate,EmailBouncedReason,EmailBouncedDate,IsEmailBounced,PhotoUrl,Jigsaw,JigsawContactId,CleanStatus,IndividualId,Username__c
0030U00000qIjtJQAS,,,0010U000012MUrOQAW,Alleva,Despina,,Despina Alleva,300 Spectrum Center Drive,Irvine,CA,92618,USA,,,,"{""city"":""Irvine"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92618"",""state"":""CA"",""street"":""300 Spectrum Center Drive""}",300 Spectrum Center Drive,Irvine,CA,92618,USA,,,,"{""city"":""Irvine"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92618"",""state"":""CA"",""street"":""300 Spectrum Center Drive""}",(555) 759-5368,,(555) 386-3283,(555) 424-6428,,,,despina.alleva@example.com,,,,Other,1955-01-18,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtJQAS,,,Pending,,
0030U00000qIjtKQAS,,,0010U000012MUrPQAW,Thibert,Augusta,,Augusta Thibert,174 Unnamed Road,Youngstown,FL,32466,USA,,,,"{""city"":""Youngstown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""32466"",""state"":""FL"",""street"":""174 Unnamed Road""}",174 Unnamed Road,Youngstown,FL,32466,USA,,,,"{""city"":""Youngstown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""32466"",""state"":""FL"",""street"":""174 Unnamed Road""}",(555) 409-6322,,(555) 124-7600,(555) 381-2750,,,,augusta.thibert@example.com,,,,Partner Referral,1975-07-27,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtKQAS,,,Pending,,
0030U00000qIjtLQAS,,,0010U000012MUrQQAW,Hundemer,Felisa,,Felisa Hundemer,87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",(555) 153-8286,,(555) 781-4413,(555) 116-6784,,,,felisa.hundemer@example.com,,,,Phone Inquiry,1992-04-20,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtLQAS,,,Pending,,
0030U00000qIjtMQAS,,,0010U000012MUrRQAW,Halnon,Luba,,Luba Halnon,900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",(555) 201-8804,,(555) 148-1725,(555) 534-7061,,,,luba.halnon@example.com,,,,Phone Inquiry,1962-10-12,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtMQAS,,,Pending,,
0030U00000qIjtNQAS,,,0010U000012MUrSQAW,Kleindienst,Kayleen,,Kayleen Kleindienst,206 De Korra Ln,Wisconsin Dells,WI,53965,USA,,,,"{""city"":""Wisconsin Dells"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""53965"",""state"":""WI"",""street"":""206 De Korra Ln""}",206 De Korra Ln,Wisconsin Dells,WI,53965,USA,,,,"{""city"":""Wisconsin Dells"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""53965"",""state"":""WI"",""street"":""206 De Korra Ln""}",(555) 279-2803,,(555) 615-2085,(555) 632-5035,,,,kayleen.kleindienst@example.com,,,,Partner Referral,1972-06-05,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtNQAS,,,Pending,,
0030U00000qIjtOQAS,,,0010U000012MUrTQAW,Haare,Ozie,,Ozie Haare,77820 Vineyard Canyon Road,San Miguel,CA,93451,USA,,,,"{""city"":""San Miguel"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""93451"",""state"":""CA"",""street"":""77820 Vineyard Canyon Road""}",77820 Vineyard Canyon Road,San Miguel,CA,93451,USA,,,,"{""city"":""San Miguel"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""93451"",""state"":""CA"",""street"":""77820 Vineyard Canyon Road""}",(555) 570-7661,,(555) 331-4987,(555) 713-9128,,,,ozie.haare@example.com,,,,Phone Inquiry,1954-05-31,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtOQAS,,,Pending,,
0030U00000qIjtPQAS,,,0010U000012MUrUQAW,Towers,Sanford,,Sanford Towers,658 Gibraltar Ct,Milpitas,CA,95035,USA,,,,"{""city"":""Milpitas"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95035"",""state"":""CA"",""street"":""658 Gibraltar Ct""}",658 Gibraltar Ct,Milpitas,CA,95035,USA,,,,"{""city"":""Milpitas"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95035"",""state"":""CA"",""street"":""658 Gibraltar Ct""}",(555) 178-5333,,(555) 351-7267,(555) 777-1491,,,,sanford.towers@example.com,,,,Other,2004-07-07,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtPQAS,,,Pending,,
0030U00000qIjtQQAS,,,0010U000012MUrVQAW,Walsworth,Malorie,,Malorie Walsworth,2012 Northern Plains Dr,Bismarck,ND,58504,USA,,,,"{""city"":""Bismarck"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""58504"",""state"":""ND"",""street"":""2012 Northern Plains Dr""}",2012 Northern Plains Dr,Bismarck,ND,58504,USA,,,,"{""city"":""Bismarck"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""58504"",""state"":""ND"",""street"":""2012 Northern Plains Dr""}",(555) 900-1564,,(555) 666-6908,(555) 393-2043,,,,malorie.walsworth@example.com,,,,Phone Inquiry,1965-06-07,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtQQAS,,,Pending,,
0030U00000qIjtRQAS,,,0010U000012MUrWQAW,Weisenfels,Tanisha,,Tanisha Weisenfels,7139 Kilback Mountains,Antonito,CO,81120,USA,,,,"{""city"":""Antonito"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""81120"",""state"":""CO"",""street"":""7139 Kilback Mountains""}",7139 Kilback Mountains,Antonito,CO,81120,USA,,,,"{""city"":""Antonito"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""81120"",""state"":""CO"",""street"":""7139 Kilback Mountains""}",(555) 680-2361,,(555) 528-6872,(555) 754-4255,,,,tanisha.weisenfels@example.com,,,,Partner Referral,1991-05-22,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtRQAS,,,Pending,,
0030U00000qIjtSQAS,,,0010U000012MUrXQAW,Imbert,Maegan,,Maegan Imbert,6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",(555) 259-6375,,(555) 891-2597,(555) 412-1120,,,,maegan.imbert@example.com,,,,Other,1971-12-10,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtSQAS,,,Pending,,
0030U00000qIjtTQAS,,,0010U000012MUrYQAW,Josephsen,Minda,,Minda Josephsen,30208 Lookout Road,Paola,KS,66071,USA,,,,"{""city"":""Paola"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""66071"",""state"":""KS"",""street"":""30208 Lookout Road""}",30208 Lookout Road,Paola,KS,66071,USA,,,,"{""city"":""Paola"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""66071"",""state"":""KS"",""street"":""30208 Lookout Road""}",(555) 577-4529,,(555) 978-2747,(555) 531-4222,,,,minda.josephsen@example.com,,,,Phone Inquiry,1942-08-16,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtTQAS,,,Pending,,
0030U00000qIjtUQAS,,,0010U000012MUrZQAW,Severt,Jaqueline,,Jaqueline Severt,3392 North Huron Road,Tawas City,MI,48763,USA,,,,"{""city"":""Tawas City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""48763"",""state"":""MI"",""street"":""3392 North Huron Road""}",3392 North Huron Road,Tawas City,MI,48763,USA,,,,"{""city"":""Tawas City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""48763"",""state"":""MI"",""street"":""3392 North Huron Road""}",(555) 707-1742,,(555) 798-2938,(555) 900-7822,,,,jaqueline.severt@example.com,,,,Partner Referral,1951-09-21,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtUQAS,,,Pending,,
0030U00000qIjtVQAS,,,0010U000012MUraQAG,Freisner,Saturnina,,Saturnina Freisner,12825 East Mirabeau Parkway,Spokane,WA,99216,USA,,,,"{""city"":""Spokane"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99216"",""state"":""WA"",""street"":""12825 East Mirabeau Parkway""}",12825 East Mirabeau Parkway,Spokane,WA,99216,USA,,,,"{""city"":""Spokane"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99216"",""state"":""WA"",""street"":""12825 East Mirabeau Parkway""}",(555) 234-8701,,(555) 974-4507,(555) 664-7968,,,,saturnina.freisner@example.com,,,,Phone Inquiry,1957-02-24,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtVQAS,,,Pending,,
0030U00000qIjtWQAS,,,0010U000012MUrbQAG,Rollinger,Santo,,Santo Rollinger,541 SW Georgetown Way,Beaverton,OR,97006,USA,,,,"{""city"":""Beaverton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97006"",""state"":""OR"",""street"":""541 SW Georgetown Way""}",541 SW Georgetown Way,Beaverton,OR,97006,USA,,,,"{""city"":""Beaverton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97006"",""state"":""OR"",""street"":""541 SW Georgetown Way""}",(555) 714-1187,,(555) 189-9036,(555) 737-3329,,,,santo.rollinger@example.com,,,,Partner Referral,1972-05-13,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtWQAS,,,Pending,,
0030U00000qIjtXQAS,,,0010U000012MUrcQAG,Cahalane,Jame,,Jame Cahalane,1095 Avenue of the Americas,New York,NY,10036,USA,,,,"{""city"":""New York"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10036"",""state"":""NY"",""street"":""1095 Avenue of the Americas""}",1095 Avenue of the Americas,New York,NY,10036,USA,,,,"{""city"":""New York"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10036"",""state"":""NY"",""street"":""1095 Avenue of the Americas""}",(555) 197-8699,,(555) 824-3284,(555) 939-7960,,,,jame.cahalane@example.com,,,,Partner Referral,1942-12-07,,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,2020-05-30T05:27:54.000+0000,2020-05-30T05:27:54.000+0000,,,,/services/images/photo/0030U00000qIjtXQAS,,,Pending,,
