Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,IsPartner,IsCustomerPortal,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId,Primary_Contact__c,Username__c
0011D00000pVDpzQAG,,,Denese Ngvyen,Customer,,10 Bay Street,Toronto,ON,M5J 2R8,Canada,,,,"{""city"":""Toronto"",""country"":""Canada"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""M5J 2R8"",""state"":""ON"",""street"":""10 Bay Street""}",10 Bay Street,Toronto,ON,M5J 2R8,Canada,,,,"{""city"":""Toronto"",""country"":""Canada"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""M5J 2R8"",""state"":""ON"",""street"":""10 Bay Street""}",(555) 820-4639,,,,/services/images/photo/0011D00000pVDpzQAG,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,denese.ngvyen
0011D00000pVDq0QAG,,,Wei Droesch,Customer,,900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",(555) 629-2327,,,,/services/images/photo/0011D00000pVDq0QAG,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,wei.droesch
0011D00000pVDq1QAG,,,Tai Dalman,Customer,,361 Centennial Parkway,Louisville,CO,80027,USA,,,,"{""city"":""Louisville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80027"",""state"":""CO"",""street"":""361 Centennial Parkway""}",361 Centennial Parkway,Louisville,CO,80027,USA,,,,"{""city"":""Louisville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80027"",""state"":""CO"",""street"":""361 Centennial Parkway""}",(555) 459-7592,,,,/services/images/photo/0011D00000pVDq1QAG,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,tai.dalman
0011D00000pVDq2QAG,,,Leonie Kinzel,Customer,,6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",(555) 196-9953,,,,/services/images/photo/0011D00000pVDq2QAG,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,leonie.kinzel
0011D00000pVDq3QAG,,,Katelyn Bielat,Customer,,400 Grant Ave,Duquesne,PA,15110,USA,,,,"{""city"":""Duquesne"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""15110"",""state"":""PA"",""street"":""400 Grant Ave""}",400 Grant Ave,Duquesne,PA,15110,USA,,,,"{""city"":""Duquesne"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""15110"",""state"":""PA"",""street"":""400 Grant Ave""}",(555) 399-1377,,,,/services/images/photo/0011D00000pVDq3QAG,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,katelyn.bielat
0011D00000pVDq4QAG,,,Risa Roaf,Customer,,175 Dunlap Road,Craigmont,ID,83523,USA,,,,"{""city"":""Craigmont"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""83523"",""state"":""ID"",""street"":""175 Dunlap Road""}",175 Dunlap Road,Craigmont,ID,83523,USA,,,,"{""city"":""Craigmont"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""83523"",""state"":""ID"",""street"":""175 Dunlap Road""}",(555) 831-3175,,,,/services/images/photo/0011D00000pVDq4QAG,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,risa.roaf
0011D00000pVDq5QAG,,,Ashley Vansoest,Customer,,1095 Avenue of the Americas,New York,NY,10036,USA,,,,"{""city"":""New York"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10036"",""state"":""NY"",""street"":""1095 Avenue of the Americas""}",1095 Avenue of the Americas,New York,NY,10036,USA,,,,"{""city"":""New York"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10036"",""state"":""NY"",""street"":""1095 Avenue of the Americas""}",(555) 366-2715,,,,/services/images/photo/0011D00000pVDq5QAG,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,ashley.vansoest
0011D00000pVDq6QAG,,,Nu Walmsley,Customer,,1012 Grand River Dr NE,Ada,MI,49301,USA,,,,"{""city"":""Ada"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""49301"",""state"":""MI"",""street"":""1012 Grand River Dr NE""}",1012 Grand River Dr NE,Ada,MI,49301,USA,,,,"{""city"":""Ada"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""49301"",""state"":""MI"",""street"":""1012 Grand River Dr NE""}",(555) 781-4314,,,,/services/images/photo/0011D00000pVDq6QAG,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,nu.walmsley
0011D00000pVDq7QAG,,,Georgette Ronfeldt,Customer,,818 Sparta Hwy,Milledgeville,GA,31061,USA,,,,"{""city"":""Milledgeville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""31061"",""state"":""GA"",""street"":""818 Sparta Hwy""}",818 Sparta Hwy,Milledgeville,GA,31061,USA,,,,"{""city"":""Milledgeville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""31061"",""state"":""GA"",""street"":""818 Sparta Hwy""}",(555) 335-5938,,,,/services/images/photo/0011D00000pVDq7QAG,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,georgette.ronfeldt
0011D00000pVDq8QAG,,,Eusebio Tugwell,Customer,,3392 North Huron Road,Tawas City,MI,48763,USA,,,,"{""city"":""Tawas City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""48763"",""state"":""MI"",""street"":""3392 North Huron Road""}",3392 North Huron Road,Tawas City,MI,48763,USA,,,,"{""city"":""Tawas City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""48763"",""state"":""MI"",""street"":""3392 North Huron Road""}",(555) 457-9104,,,,/services/images/photo/0011D00000pVDq8QAG,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,eusebio.tugwell
0011D00000pVDq9QAG,,,Genia Strop,Customer,,10105 Propps St NE,Albuquerque,NM,87112,USA,,,,"{""city"":""Albuquerque"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""87112"",""state"":""NM"",""street"":""10105 Propps St NE""}",10105 Propps St NE,Albuquerque,NM,87112,USA,,,,"{""city"":""Albuquerque"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""87112"",""state"":""NM"",""street"":""10105 Propps St NE""}",(555) 514-3765,,,,/services/images/photo/0011D00000pVDq9QAG,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,genia.strop
0011D00000pVDqAQAW,,,Qiana Czarnecki,Customer,,3392 North Huron Road,Tawas City,MI,48763,USA,,,,"{""city"":""Tawas City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""48763"",""state"":""MI"",""street"":""3392 North Huron Road""}",3392 North Huron Road,Tawas City,MI,48763,USA,,,,"{""city"":""Tawas City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""48763"",""state"":""MI"",""street"":""3392 North Huron Road""}",(555) 522-4248,,,,/services/images/photo/0011D00000pVDqAQAW,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,qiana.czarnecki
0011D00000pVDqBQAW,,,Gilberte Lingbeek,Customer,,2035 NE Cornelius Pass Road,Hillsboro,OR,97124,USA,,,,"{""city"":""Hillsboro"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97124"",""state"":""OR"",""street"":""2035 NE Cornelius Pass Road""}",2035 NE Cornelius Pass Road,Hillsboro,OR,97124,USA,,,,"{""city"":""Hillsboro"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97124"",""state"":""OR"",""street"":""2035 NE Cornelius Pass Road""}",(555) 509-9201,,,,/services/images/photo/0011D00000pVDqBQAW,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,gilberte.lingbeek
0011D00000pVDqCQAW,,,Serena Stegemann,Customer,,301 Sherman Street,Huntington,IN,46750,USA,,,,"{""city"":""Huntington"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""46750"",""state"":""IN"",""street"":""301 Sherman Street""}",301 Sherman Street,Huntington,IN,46750,USA,,,,"{""city"":""Huntington"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""46750"",""state"":""IN"",""street"":""301 Sherman Street""}",(555) 337-2086,,,,/services/images/photo/0011D00000pVDqCQAW,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,serena.stegemann
0011D00000pVDqDQAW,,,Lynette Vickerman,Customer,,87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",(555) 748-8756,,,,/services/images/photo/0011D00000pVDqDQAW,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,lynette.vickerman
0011D00000pVDqEQAW,,,Zane Orford,Customer,,77820 Vineyard Canyon Road,San Miguel,CA,93451,USA,,,,"{""city"":""San Miguel"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""93451"",""state"":""CA"",""street"":""77820 Vineyard Canyon Road""}",77820 Vineyard Canyon Road,San Miguel,CA,93451,USA,,,,"{""city"":""San Miguel"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""93451"",""state"":""CA"",""street"":""77820 Vineyard Canyon Road""}",(555) 665-4031,,,,/services/images/photo/0011D00000pVDqEQAW,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,zane.orford
0011D00000pVDqFQAW,,,Laila Guttmann,Customer,,2550 Wasser Terrace,Herndon,VA,20171,USA,,,,"{""city"":""Herndon"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""20171"",""state"":""VA"",""street"":""2550 Wasser Terrace""}",2550 Wasser Terrace,Herndon,VA,20171,USA,,,,"{""city"":""Herndon"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""20171"",""state"":""VA"",""street"":""2550 Wasser Terrace""}",(555) 266-8920,,,,/services/images/photo/0011D00000pVDqFQAW,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,laila.guttmann
0011D00000pVDqGQAW,,,Jazmine Maditz,Customer,,7452 30th Avenue Northeast,Willow City,ND,58384,USA,,,,"{""city"":""Willow City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""58384"",""state"":""ND"",""street"":""7452 30th Avenue Northeast""}",7452 30th Avenue Northeast,Willow City,ND,58384,USA,,,,"{""city"":""Willow City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""58384"",""state"":""ND"",""street"":""7452 30th Avenue Northeast""}",(555) 725-6063,,,,/services/images/photo/0011D00000pVDqGQAW,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,jazmine.maditz
0011D00000pVDqHQAW,,,Adelle Arguilez,Customer,,818 Sparta Hwy,Milledgeville,GA,31061,USA,,,,"{""city"":""Milledgeville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""31061"",""state"":""GA"",""street"":""818 Sparta Hwy""}",818 Sparta Hwy,Milledgeville,GA,31061,USA,,,,"{""city"":""Milledgeville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""31061"",""state"":""GA"",""street"":""818 Sparta Hwy""}",(555) 383-4349,,,,/services/images/photo/0011D00000pVDqHQAW,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,adelle.arguilez
0011D00000pVDqIQAW,,,Miriam Sherif,Customer,,84 Ocean Drive,Forest Home,AL,36030,USA,,,,"{""city"":""Forest Home"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""36030"",""state"":""AL"",""street"":""84 Ocean Drive""}",84 Ocean Drive,Forest Home,AL,36030,USA,,,,"{""city"":""Forest Home"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""36030"",""state"":""AL"",""street"":""84 Ocean Drive""}",(555) 849-7234,,,,/services/images/photo/0011D00000pVDqIQAW,,,,,,,,,,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:10.000+0000,,,,,,,,Pending,,,,,,,,,,,miriam.sherif
