Id,IsDeleted,MasterRecordId,AccountId,LastName,FirstName,Salutation,Name,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,OtherAddress,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,MailingAddress,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,LastViewedDate,LastReferencedDate,EmailBouncedReason,EmailBouncedDate,IsEmailBounced,PhotoUrl,Jigsaw,JigsawContactId,CleanStatus,IndividualId,Username__c
0031D00000ZCFYxQAP,,,0011D00000pVDxLQAW,Petruzzi,Judy,,Judy Petruzzi,6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",(555) 786-6724,,(555) 709-2357,(555) 371-5601,,,,judy.petruzzi@example.com,,,,Phone Inquiry,2002-07-23,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFYxQAP,,,Pending,,
0031D00000ZCFYyQAP,,,0011D00000pVDxeQAG,Kenison,Duncan,,Duncan Kenison,14878 Lost River Court,Hughesville,MD,20637,USA,,,,"{""city"":""Hughesville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""20637"",""state"":""MD"",""street"":""14878 Lost River Court""}",14878 Lost River Court,Hughesville,MD,20637,USA,,,,"{""city"":""Hughesville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""20637"",""state"":""MD"",""street"":""14878 Lost River Court""}",(555) 470-6076,,(555) 169-9901,(555) 880-1631,,,,duncan.kenison@example.com,,,,Other,2002-09-26,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFYyQAP,,,Pending,,
0031D00000ZCFYzQAP,,,0011D00000pVDxfQAG,Bednarz,Hulda,,Hulda Bednarz,658 Gibraltar Ct,Milpitas,CA,95035,USA,,,,"{""city"":""Milpitas"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95035"",""state"":""CA"",""street"":""658 Gibraltar Ct""}",658 Gibraltar Ct,Milpitas,CA,95035,USA,,,,"{""city"":""Milpitas"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95035"",""state"":""CA"",""street"":""658 Gibraltar Ct""}",(555) 385-4303,,(555) 998-4350,(555) 291-3431,,,,hulda.bednarz@example.com,,,,Partner Referral,1985-05-29,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFYzQAP,,,Pending,,
0031D00000ZCFZ0QAP,,,0011D00000pVDxgQAG,Alleva,Despina,,Despina Alleva,300 Spectrum Center Drive,Irvine,CA,92618,USA,,,,"{""city"":""Irvine"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92618"",""state"":""CA"",""street"":""300 Spectrum Center Drive""}",300 Spectrum Center Drive,Irvine,CA,92618,USA,,,,"{""city"":""Irvine"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92618"",""state"":""CA"",""street"":""300 Spectrum Center Drive""}",(555) 759-5368,,(555) 386-3283,(555) 424-6428,,,,despina.alleva@example.com,,,,Other,1955-01-18,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZ0QAP,,,Pending,,
0031D00000ZCFZ1QAP,,,0011D00000pVDxhQAG,Thibert,Augusta,,Augusta Thibert,174 Unnamed Road,Youngstown,FL,32466,USA,,,,"{""city"":""Youngstown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""32466"",""state"":""FL"",""street"":""174 Unnamed Road""}",174 Unnamed Road,Youngstown,FL,32466,USA,,,,"{""city"":""Youngstown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""32466"",""state"":""FL"",""street"":""174 Unnamed Road""}",(555) 409-6322,,(555) 124-7600,(555) 381-2750,,,,augusta.thibert@example.com,,,,Partner Referral,1975-07-27,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZ1QAP,,,Pending,,
0031D00000ZCFZ2QAP,,,0011D00000pVDxiQAG,Hundemer,Felisa,,Felisa Hundemer,87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",(555) 153-8286,,(555) 781-4413,(555) 116-6784,,,,felisa.hundemer@example.com,,,,Phone Inquiry,1992-04-20,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZ2QAP,,,Pending,,
0031D00000ZCFZ3QAP,,,0011D00000pVDxjQAG,Halnon,Luba,,Luba Halnon,900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",(555) 201-8804,,(555) 148-1725,(555) 534-7061,,,,luba.halnon@example.com,,,,Phone Inquiry,1962-10-12,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZ3QAP,,,Pending,,
0031D00000ZCFZ4QAP,,,0011D00000pVDxkQAG,Kleindienst,Kayleen,,Kayleen Kleindienst,206 De Korra Ln,Wisconsin Dells,WI,53965,USA,,,,"{""city"":""Wisconsin Dells"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""53965"",""state"":""WI"",""street"":""206 De Korra Ln""}",206 De Korra Ln,Wisconsin Dells,WI,53965,USA,,,,"{""city"":""Wisconsin Dells"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""53965"",""state"":""WI"",""street"":""206 De Korra Ln""}",(555) 279-2803,,(555) 615-2085,(555) 632-5035,,,,kayleen.kleindienst@example.com,,,,Partner Referral,1972-06-05,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZ4QAP,,,Pending,,
0031D00000ZCFZ5QAP,,,0011D00000pVDxlQAG,Haare,Ozie,,Ozie Haare,77820 Vineyard Canyon Road,San Miguel,CA,93451,USA,,,,"{""city"":""San Miguel"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""93451"",""state"":""CA"",""street"":""77820 Vineyard Canyon Road""}",77820 Vineyard Canyon Road,San Miguel,CA,93451,USA,,,,"{""city"":""San Miguel"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""93451"",""state"":""CA"",""street"":""77820 Vineyard Canyon Road""}",(555) 570-7661,,(555) 331-4987,(555) 713-9128,,,,ozie.haare@example.com,,,,Phone Inquiry,1954-05-31,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZ5QAP,,,Pending,,
0031D00000ZCFZ6QAP,,,0011D00000pVDxmQAG,Towers,Sanford,,Sanford Towers,658 Gibraltar Ct,Milpitas,CA,95035,USA,,,,"{""city"":""Milpitas"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95035"",""state"":""CA"",""street"":""658 Gibraltar Ct""}",658 Gibraltar Ct,Milpitas,CA,95035,USA,,,,"{""city"":""Milpitas"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95035"",""state"":""CA"",""street"":""658 Gibraltar Ct""}",(555) 178-5333,,(555) 351-7267,(555) 777-1491,,,,sanford.towers@example.com,,,,Other,2004-07-07,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZ6QAP,,,Pending,,
0031D00000ZCFZ7QAP,,,0011D00000pVDxnQAG,Walsworth,Malorie,,Malorie Walsworth,2012 Northern Plains Dr,Bismarck,ND,58504,USA,,,,"{""city"":""Bismarck"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""58504"",""state"":""ND"",""street"":""2012 Northern Plains Dr""}",2012 Northern Plains Dr,Bismarck,ND,58504,USA,,,,"{""city"":""Bismarck"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""58504"",""state"":""ND"",""street"":""2012 Northern Plains Dr""}",(555) 900-1564,,(555) 666-6908,(555) 393-2043,,,,malorie.walsworth@example.com,,,,Phone Inquiry,1965-06-07,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZ7QAP,,,Pending,,
0031D00000ZCFZ8QAP,,,0011D00000pVDxoQAG,Weisenfels,Tanisha,,Tanisha Weisenfels,7139 Kilback Mountains,Antonito,CO,81120,USA,,,,"{""city"":""Antonito"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""81120"",""state"":""CO"",""street"":""7139 Kilback Mountains""}",7139 Kilback Mountains,Antonito,CO,81120,USA,,,,"{""city"":""Antonito"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""81120"",""state"":""CO"",""street"":""7139 Kilback Mountains""}",(555) 680-2361,,(555) 528-6872,(555) 754-4255,,,,tanisha.weisenfels@example.com,,,,Partner Referral,1991-05-22,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZ8QAP,,,Pending,,
0031D00000ZCFZ9QAP,,,0011D00000pVDxpQAG,Imbert,Maegan,,Maegan Imbert,6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",(555) 259-6375,,(555) 891-2597,(555) 412-1120,,,,maegan.imbert@example.com,,,,Other,1971-12-10,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZ9QAP,,,Pending,,
0031D00000ZCFZAQA5,,,0011D00000pVDxqQAG,Josephsen,Minda,,Minda Josephsen,30208 Lookout Road,Paola,KS,66071,USA,,,,"{""city"":""Paola"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""66071"",""state"":""KS"",""street"":""30208 Lookout Road""}",30208 Lookout Road,Paola,KS,66071,USA,,,,"{""city"":""Paola"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""66071"",""state"":""KS"",""street"":""30208 Lookout Road""}",(555) 577-4529,,(555) 978-2747,(555) 531-4222,,,,minda.josephsen@example.com,,,,Phone Inquiry,1942-08-16,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZAQA5,,,Pending,,
0031D00000ZCFZBQA5,,,0011D00000pVDxrQAG,Severt,Jaqueline,,Jaqueline Severt,3392 North Huron Road,Tawas City,MI,48763,USA,,,,"{""city"":""Tawas City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""48763"",""state"":""MI"",""street"":""3392 North Huron Road""}",3392 North Huron Road,Tawas City,MI,48763,USA,,,,"{""city"":""Tawas City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""48763"",""state"":""MI"",""street"":""3392 North Huron Road""}",(555) 707-1742,,(555) 798-2938,(555) 900-7822,,,,jaqueline.severt@example.com,,,,Partner Referral,1951-09-21,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZBQA5,,,Pending,,
0031D00000ZCFZCQA5,,,0011D00000pVDxsQAG,Freisner,Saturnina,,Saturnina Freisner,12825 East Mirabeau Parkway,Spokane,WA,99216,USA,,,,"{""city"":""Spokane"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99216"",""state"":""WA"",""street"":""12825 East Mirabeau Parkway""}",12825 East Mirabeau Parkway,Spokane,WA,99216,USA,,,,"{""city"":""Spokane"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99216"",""state"":""WA"",""street"":""12825 East Mirabeau Parkway""}",(555) 234-8701,,(555) 974-4507,(555) 664-7968,,,,saturnina.freisner@example.com,,,,Phone Inquiry,1957-02-24,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZCQA5,,,Pending,,
0031D00000ZCFZDQA5,,,0011D00000pVDxtQAG,Rollinger,Santo,,Santo Rollinger,541 SW Georgetown Way,Beaverton,OR,97006,USA,,,,"{""city"":""Beaverton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97006"",""state"":""OR"",""street"":""541 SW Georgetown Way""}",541 SW Georgetown Way,Beaverton,OR,97006,USA,,,,"{""city"":""Beaverton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97006"",""state"":""OR"",""street"":""541 SW Georgetown Way""}",(555) 714-1187,,(555) 189-9036,(555) 737-3329,,,,santo.rollinger@example.com,,,,Partner Referral,1972-05-13,,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:20.000+0000,,,,,,,,,/services/images/photo/0031D00000ZCFZDQA5,,,Pending,,
